Time,GT22_GEN_WATT,GT22_GEN_VAR,GT22_GEN_CURRENT,GT22_GEN_VOLTAGE,GT22_PWR_FACTOR,GT22_FUEL_GAS_PRESS,GT22_CSO,GT22_SPEED,GT22_IGV_CSO,GT22_IGV_FB,GT22_EXH_DAMPER_CMD,GT22_EXH_DAMPER_FB,GT22_COMP_IN_AIR_TEMP,GT22_RCA_TEMP_R,GT22_RCA_TEMP_L,GT22_DISC_TEMP2_R,GT22_DISC_TEMP2_L,GT22_DISC_TEMP3_R,GT22_DISC_TEMP3_L,GT22_DISC_TEMP4_R,GT22_DISC_TEMP4_L,GT22_BPT_AVG,GT22_EXH_GAS_TEMP_AVG,GT22_FUEL_GAS_FLOW,GT22_FUEL_GAS_SPLY_TEMP,GT22_STEAM_INJ_FLOW,GT22_WTR_INJ_FLOW,GT22_COMP_OUT_AIR_TEMP,GT22_COMB_PRESS,GT22_H2_W_GAS_TEMP33,GT22_H2_W_GAS_TEMP34,GT22_INJ_STEAM_TEMP,GT22_COMP_INDEX_PRESS,GT22_RAW_NOX,GT22_OXYGEN,GT22_INLET_AIR_FLOW,GT22_FG_DIFF_PRESS,GT22_INLET_AIR_DIFF_KKU,GT22_NOX_7O2,HG22_IN_GAS_PRESS,HG22_OUT_GAS_PRESS,HG22_IN_GAS_TEMP,HG22_OUT_GAS_TEMP,GT22_CEMS_STATUS,ST20_GEN_OUTPUT,AMB_TEMP,RELATIVE_HUMIDITY
01-Sep-22 01:15:00,79.020,9.000,3.267,13.786,0.989,23.049,51.126,2997.000,5.093,5.384,100.000,103.813,24.455,188.844,188.858,331.473,358.229,364.837,383.063,332.514,365.476,560.932,544.698,28.093,28.718,3.612,0.000,367.482,9.479,40.709,40.953,447.699,1048.254,100.084,15.114,333.336,2452.284,19.246,240.453,196.551,9.397,539.433,106.567,Normal,95.250,25.403,93.441
01-Sep-22 01:20:00,79.140,8.080,3.272,13.775,0.992,23.021,51.131,3001.875,4.814,5.457,100.000,103.813,24.296,189.008,188.864,331.711,358.727,365.484,383.413,332.940,365.796,560.904,544.697,28.119,28.625,3.649,0.000,367.658,9.490,40.711,40.972,447.800,1051.199,99.587,15.108,333.782,2457.458,19.016,238.981,197.409,9.383,539.584,106.618,Normal,95.125,25.217,94.015
01-Sep-22 01:25:00,79.420,9.840,3.282,13.782,0.989,23.034,51.133,3000.000,5.413,5.239,100.000,103.813,24.206,188.864,188.840,331.873,358.818,366.237,383.697,333.500,366.520,561.874,545.064,28.135,28.616,3.534,0.000,367.534,9.485,40.656,40.945,447.771,1050.674,100.417,15.103,333.687,2460.109,19.075,240.761,197.131,9.670,540.119,106.804,Normal,95.500,25.168,94.256
01-Sep-22 01:30:00,78.860,9.560,3.262,13.790,0.990,23.047,51.168,2999.250,4.625,5.207,100.000,103.813,24.169,188.678,188.737,331.662,358.678,366.209,383.751,333.546,366.657,561.793,545.105,28.055,28.620,3.488,0.000,367.371,9.469,40.653,40.936,447.673,1049.433,100.837,15.099,333.613,2444.217,19.147,241.602,195.625,9.622,540.144,106.574,Normal,95.250,25.162,94.251
01-Sep-22 01:35:00,79.260,11.040,3.286,13.795,0.988,23.040,51.138,2998.125,5.399,5.422,100.000,103.813,24.086,188.644,188.817,331.656,358.527,366.177,383.580,333.522,366.653,561.621,545.089,28.104,28.662,3.453,0.000,367.326,9.480,40.707,40.999,448.000,1051.105,100.140,15.099,333.897,2453.727,18.942,239.928,197.962,9.759,540.067,106.433,Normal,95.375,25.166,94.608
01-Sep-22 01:40:00,79.100,9.160,3.266,13.777,0.989,23.049,51.159,2999.625,4.940,4.798,100.000,103.813,23.984,189.032,189.074,331.622,358.773,365.840,383.430,333.799,366.812,560.818,544.594,28.117,28.731,3.480,0.000,366.930,9.479,40.664,40.958,448.400,1050.807,99.786,15.108,334.018,2455.365,19.063,239.491,197.352,9.665,539.500,106.914,Normal,95.500,25.159,94.833
01-Sep-22 01:45:00,79.180,10.440,3.277,13.786,0.987,23.036,51.164,3001.875,4.361,4.630,100.000,103.813,23.604,189.038,188.898,331.574,358.751,366.113,383.591,334.323,367.399,561.174,544.673,28.105,28.799,3.475,0.000,366.599,9.483,40.677,40.919,448.200,1050.667,100.271,15.099,334.169,2455.321,19.136,240.249,197.170,9.772,539.739,106.983,Normal,95.500,25.218,94.838
01-Sep-22 01:50:00,79.280,10.760,3.280,13.816,0.987,23.024,51.204,3001.875,5.200,5.152,100.000,103.813,23.483,188.605,188.568,331.626,358.537,366.493,383.849,334.811,367.921,562.426,545.432,28.166,28.784,3.382,0.000,366.712,9.483,40.698,40.990,448.260,1050.527,101.406,15.082,334.181,2467.690,18.973,242.278,196.232,9.783,540.697,106.445,Normal,95.250,25.271,94.707
01-Sep-22 01:55:00,79.080,11.000,3.263,13.836,0.988,23.029,51.230,3002.250,4.685,4.862,100.000,103.813,23.944,188.714,188.658,331.595,358.504,366.230,383.724,334.352,367.473,562.328,545.518,28.146,28.841,3.601,0.000,366.978,9.472,40.721,40.965,448.711,1048.823,100.941,15.094,333.656,2463.319,18.960,241.663,195.532,9.581,540.694,106.563,Normal,95.000,25.218,94.594
01-Sep-22 02:00:00,78.940,12.360,3.266,13.847,0.986,23.045,51.135,2996.625,4.555,5.122,100.000,103.813,24.075,188.903,188.855,331.615,357.950,365.524,383.106,333.645,366.788,561.168,544.917,28.095,28.853,3.371,0.000,367.153,9.470,40.675,40.980,448.600,1049.125,99.874,15.106,333.621,2452.225,19.022,239.587,197.025,9.848,539.764,106.853,Normal,95.125,25.250,94.480
01-Sep-22 02:05:00,78.800,9.320,3.262,13.767,0.990,23.015,51.162,2997.000,5.123,5.651,100.000,103.813,24.273,189.124,189.162,331.632,357.991,365.676,383.166,333.115,366.238,561.703,545.225,28.099,28.937,3.537,0.000,367.628,9.470,40.772,41.042,448.607,1050.108,100.011,15.105,333.667,2457.032,18.984,239.876,197.329,9.625,540.130,106.887,Normal,95.500,25.284,94.484
01-Sep-22 02:10:00,79.440,9.120,3.287,13.746,0.991,22.926,51.168,3000.750,5.717,5.659,100.000,103.813,24.423,189.204,189.255,331.963,358.721,366.118,383.661,333.232,366.194,561.620,545.147,28.122,28.893,3.592,0.000,368.146,9.484,40.809,41.122,448.598,1049.848,99.736,15.103,333.572,2470.458,18.947,239.160,197.042,9.592,540.195,106.517,Normal,95.500,25.344,94.367
01-Sep-22 02:15:00,78.920,9.160,3.268,13.780,0.990,22.955,51.169,3002.250,5.880,5.944,100.000,103.813,24.542,189.544,189.427,332.369,358.764,366.302,383.808,333.167,366.127,561.216,545.036,28.141,28.894,3.507,0.000,368.447,9.491,40.870,41.145,448.429,1050.859,99.249,15.103,333.618,2470.697,18.948,237.996,197.973,9.767,539.887,106.653,Normal,95.375,25.336,94.249
01-Sep-22 02:20:00,79.140,8.200,3.273,13.769,0.992,23.035,51.140,3001.500,5.636,5.839,100.000,103.813,24.654,189.686,189.552,332.212,358.952,366.244,383.820,333.033,365.994,561.378,545.001,28.111,28.897,3.591,0.000,368.478,9.494,40.998,41.257,448.737,1050.558,99.105,15.111,333.412,2457.418,19.083,237.955,197.344,9.703,540.010,107.067,Normal,95.500,25.400,94.256
01-Sep-22 02:25:00,79.080,8.840,3.269,13.758,0.991,23.100,51.142,3002.625,5.929,5.723,100.000,103.813,24.747,189.707,189.721,332.081,359.023,365.845,383.998,332.998,365.685,561.748,545.034,28.108,28.896,3.529,0.000,368.397,9.494,41.080,41.345,448.264,1049.324,99.705,15.105,333.298,2450.987,19.156,239.136,197.828,9.839,540.007,106.701,Normal,95.250,25.396,94.255
01-Sep-22 02:30:00,78.920,10.000,3.262,13.798,0.990,23.065,51.164,2999.625,6.046,5.915,100.000,103.813,24.764,189.791,189.744,332.043,358.853,366.066,383.781,332.761,365.586,561.643,545.165,28.121,28.882,3.593,0.000,368.335,9.490,41.129,41.411,448.000,1048.808,100.175,15.112,333.112,2455.786,19.352,240.570,196.225,9.801,540.152,106.612,Normal,95.250,25.399,94.138
01-Sep-22 02:35:00,79.080,9.320,3.274,13.789,0.990,23.026,51.117,2998.125,5.884,6.128,100.000,103.813,24.879,189.781,189.725,332.122,358.800,365.761,383.691,332.571,365.358,561.916,545.070,28.125,28.899,3.629,0.000,368.506,9.489,41.153,41.444,447.965,1047.413,100.330,15.115,332.888,2460.925,18.938,241.088,196.004,9.890,539.982,106.875,Normal,95.375,25.425,94.130
01-Sep-22 02:40:00,79.100,9.120,3.264,13.780,0.989,23.030,51.136,2999.625,5.192,5.890,100.000,103.813,24.632,189.793,189.729,332.013,359.163,365.656,383.780,332.712,365.379,560.993,544.606,28.112,28.920,3.540,0.000,368.117,9.494,41.155,41.429,447.900,1047.711,99.448,15.117,333.076,2458.596,19.168,239.026,197.792,9.670,539.367,106.675,Normal,95.000,25.463,93.903
01-Sep-22 02:45:00,79.380,7.560,3.270,13.788,0.991,23.020,51.136,3001.875,6.018,5.505,100.000,103.813,24.539,189.698,189.651,332.011,359.437,366.221,383.951,333.136,365.726,561.561,544.850,28.161,28.951,3.558,0.000,368.018,9.496,41.192,41.476,447.900,1047.684,99.989,15.109,333.162,2469.101,19.042,239.986,197.636,9.722,539.910,106.500,Normal,95.125,25.515,93.895
01-Sep-22 02:50:00,79.080,7.120,3.265,13.731,0.992,23.037,51.173,3001.875,5.299,4.750,100.000,103.813,24.403,189.521,189.529,331.955,359.505,366.374,384.256,333.516,366.332,561.895,544.887,28.124,28.952,3.432,0.000,368.064,9.476,41.184,41.489,447.524,1045.859,99.833,15.111,333.051,2459.562,19.122,239.692,197.089,9.588,540.010,106.667,Normal,95.500,25.458,93.669
01-Sep-22 02:55:00,79.340,12.200,3.282,13.839,0.987,23.010,51.124,3002.250,5.314,5.565,100.000,103.813,24.618,189.562,189.579,332.202,359.109,366.524,384.085,333.429,366.296,562.016,545.241,28.112,28.974,3.554,0.000,368.586,9.490,41.199,41.478,447.664,1048.672,99.816,15.104,333.132,2460.835,19.038,239.396,196.187,9.705,540.219,106.873,Normal,95.375,25.463,93.662
01-Sep-22 03:00:00,79.060,8.120,3.261,13.783,0.992,22.999,51.195,3001.500,5.087,5.525,100.000,103.813,24.668,189.724,189.560,332.194,359.135,366.499,384.206,333.365,366.119,561.518,545.039,28.099,28.961,3.444,0.000,368.319,9.482,41.319,41.550,447.900,1045.069,99.470,15.109,332.638,2459.980,19.006,238.774,198.282,9.822,539.994,106.698,Normal,95.250,25.450,93.662
01-Sep-22 03:05:00,79.240,7.960,3.274,13.782,0.992,23.062,51.108,2998.125,5.728,5.405,100.000,103.813,24.396,189.470,189.537,331.955,359.032,366.014,383.890,333.460,366.120,560.935,544.461,28.105,28.970,3.279,0.000,367.795,9.485,41.298,41.590,447.700,1044.932,99.151,15.113,332.835,2453.754,18.949,238.165,196.370,9.742,539.330,106.517,Normal,95.125,25.458,93.776
01-Sep-22 03:10:00,79.140,6.280,3.267,13.716,0.992,23.007,51.130,2997.000,4.673,5.404,100.000,103.813,24.137,189.301,189.127,331.742,358.855,366.270,383.660,333.729,366.518,561.034,544.734,28.057,28.959,3.363,0.000,367.298,9.478,41.259,41.571,448.000,1044.695,99.515,15.112,332.900,2451.206,19.061,238.983,196.267,9.731,539.602,106.971,Normal,95.375,25.514,93.777
01-Sep-22 03:15:00,79.360,8.080,3.285,13.749,0.992,22.990,51.115,3000.375,5.281,5.120,100.000,103.813,23.890,188.889,188.876,331.752,358.899,366.485,383.759,334.131,367.047,561.343,544.947,28.136,29.003,3.354,0.000,367.201,9.485,41.201,41.469,447.700,1046.966,99.892,15.102,333.334,2467.329,18.882,239.461,198.370,9.742,539.864,106.872,Normal,95.625,25.457,93.778
01-Sep-22 03:20:00,79.140,7.520,3.272,13.742,0.991,23.085,51.154,2999.250,5.096,5.022,100.000,103.813,23.898,188.842,188.800,331.646,358.618,366.554,383.729,334.366,367.189,561.877,545.116,28.114,28.988,3.216,0.000,367.014,9.474,41.139,41.411,448.337,1046.311,100.012,15.101,333.276,2453.946,18.906,239.708,195.460,9.598,540.262,106.538,Normal,95.375,25.450,94.132
01-Sep-22 03:25:00,79.040,9.280,3.267,13.782,0.989,23.058,51.164,2997.750,4.810,4.935,100.000,103.813,23.677,188.908,188.927,331.378,358.462,366.395,383.325,334.405,367.245,561.473,544.939,28.138,28.979,3.297,0.000,366.842,9.473,41.112,41.398,448.400,1046.267,100.124,15.102,333.354,2460.224,18.898,240.026,196.410,9.841,539.898,106.659,Normal,95.250,25.381,94.251
01-Sep-22 03:30:00,79.000,7.960,3.258,13.759,0.991,23.030,51.182,3000.750,4.177,4.888,100.000,103.813,23.732,188.928,188.735,331.533,358.582,366.240,383.458,334.358,367.342,561.599,545.008,28.120,28.997,3.412,0.000,367.154,9.477,41.052,41.321,448.600,1047.764,100.867,15.099,333.580,2461.232,18.982,241.696,195.687,9.759,540.023,106.897,Normal,95.125,25.399,94.250
01-Sep-22 03:35:00,79.060,7.600,3.262,13.773,0.992,23.000,51.172,3000.750,4.835,4.797,100.000,103.813,23.875,188.821,188.814,331.566,358.224,366.333,383.588,334.360,367.227,561.551,545.103,28.126,28.994,3.380,0.000,367.270,9.478,41.017,41.359,448.888,1046.521,99.560,15.100,333.352,2464.275,18.912,238.585,199.619,9.631,540.127,106.654,Normal,95.375,25.392,94.248
01-Sep-22 03:40:00,78.960,9.320,3.263,13.787,0.988,23.025,51.160,3001.500,4.589,5.106,100.000,103.813,23.969,189.057,189.011,331.719,358.236,366.268,383.474,334.209,367.000,561.206,545.121,28.077,28.997,3.483,0.000,367.415,9.476,40.977,41.297,448.887,1047.486,100.623,15.103,333.440,2453.857,19.002,241.265,196.656,9.902,540.010,106.500,Normal,95.375,25.394,94.252
01-Sep-22 03:45:00,79.100,9.160,3.266,13.804,0.990,23.065,51.179,3003.000,4.687,4.896,100.000,103.813,24.095,189.126,189.090,331.625,358.409,366.075,383.675,333.893,366.842,561.734,545.121,28.087,29.045,3.370,0.000,367.615,9.479,40.876,41.223,448.777,1047.208,100.084,15.095,333.235,2452.164,19.070,239.667,197.885,9.706,540.253,106.861,Normal,95.500,25.335,94.244
01-Sep-22 03:50:00,79.140,6.160,3.270,13.725,0.994,23.042,51.147,3003.000,5.382,5.716,100.000,103.813,24.258,189.285,189.226,331.896,358.562,366.381,383.657,333.824,366.727,561.098,545.124,28.122,29.003,3.411,0.000,367.942,9.501,40.874,41.221,448.400,1048.323,99.641,15.101,333.311,2458.888,18.988,238.842,199.177,9.747,539.933,106.734,Normal,95.375,25.336,94.362
01-Sep-22 03:55:00,79.080,10.240,3.272,13.790,0.988,23.030,51.174,2997.375,4.852,5.208,100.000,103.813,24.251,189.073,189.003,331.616,358.109,365.841,383.384,333.593,366.484,561.506,544.901,28.102,28.973,3.464,0.000,367.183,9.475,40.819,41.162,448.200,1045.787,100.361,15.105,333.058,2457.482,18.917,240.732,196.945,9.725,539.906,106.404,Normal,95.250,25.221,94.482
01-Sep-22 04:00:00,79.020,7.320,3.258,13.743,0.991,23.031,51.180,3001.125,4.418,4.336,100.000,103.813,24.144,188.924,189.047,331.691,358.787,366.287,383.693,334.204,366.903,561.063,544.617,28.116,28.948,3.366,0.000,367.057,9.475,40.814,41.093,448.300,1045.738,99.491,15.112,333.094,2458.624,18.916,238.931,196.466,9.740,539.633,106.739,Normal,95.250,25.099,94.720
01-Sep-22 04:05:00,79.260,6.600,3.274,13.741,0.994,23.040,51.159,3002.250,4.763,4.422,100.000,103.813,24.097,189.005,188.843,331.678,358.780,366.321,383.754,334.602,367.320,561.478,544.846,28.156,28.976,3.402,0.000,366.857,9.487,40.778,41.092,447.939,1045.844,99.770,15.099,333.134,2465.590,18.940,239.070,198.312,9.623,539.900,106.803,Normal,95.250,25.040,94.834
01-Sep-22 04:10:00,79.260,7.600,3.276,13.737,0.992,23.060,51.215,2998.125,4.364,4.098,100.000,103.813,23.590,188.471,188.542,331.217,358.403,366.483,383.716,334.921,367.987,562.720,545.092,28.126,28.893,3.273,0.000,365.830,9.449,40.751,41.042,448.374,1041.005,100.277,15.082,332.726,2457.614,19.086,239.581,196.072,9.608,540.635,106.500,Normal,95.125,25.042,94.949
01-Sep-22 04:15:00,79.020,9.000,3.264,13.761,0.991,22.990,51.193,2998.875,3.941,4.266,100.000,103.813,23.269,188.381,188.383,330.985,358.262,366.010,383.077,334.993,367.976,560.793,544.781,28.073,28.898,3.328,0.000,366.108,9.462,40.686,40.957,448.382,1044.249,100.542,15.103,333.376,2455.581,19.017,241.077,195.409,9.564,539.504,106.627,Normal,95.375,25.044,94.947
01-Sep-22 04:20:00,79.020,7.240,3.259,13.752,0.991,22.981,51.214,2999.625,4.137,4.561,100.000,103.813,23.409,188.334,188.317,331.218,358.023,366.229,383.442,335.126,368.215,561.964,545.197,28.109,28.907,3.392,0.000,366.229,9.465,40.663,40.968,448.600,1044.953,100.401,15.088,333.354,2462.659,18.968,240.131,197.617,9.758,540.299,106.873,Normal,95.375,25.033,94.828
01-Sep-22 04:25:00,79.000,5.480,3.264,13.708,0.994,23.015,51.189,2999.625,4.114,4.563,100.000,103.813,23.511,188.486,188.429,331.220,358.130,366.074,383.200,334.949,368.115,561.217,545.026,28.086,28.884,3.281,0.000,366.085,9.467,40.662,40.926,448.860,1044.406,99.684,15.100,333.313,2454.414,19.033,238.893,197.923,9.665,539.973,106.700,Normal,95.500,25.044,94.947
01-Sep-22 04:30:00,79.060,5.240,3.265,13.677,0.993,23.014,51.217,3001.500,4.580,4.419,100.000,103.813,23.350,188.879,188.954,331.077,358.131,365.712,383.024,334.926,368.040,561.599,544.879,28.133,28.915,3.242,0.000,366.071,9.473,40.611,40.878,448.707,1045.511,99.742,15.097,333.535,2463.160,18.956,238.910,195.507,9.703,539.903,106.497,Normal,95.375,25.043,94.952
01-Sep-22 04:35:00,78.960,8.000,3.257,13.747,0.991,23.063,51.216,2997.750,3.836,4.396,100.000,103.813,23.559,188.609,188.570,331.216,357.739,365.768,383.007,334.514,367.801,561.515,545.111,28.053,28.947,3.472,0.000,366.282,9.462,40.610,40.919,449.286,1045.616,100.844,15.098,333.509,2444.757,19.034,241.595,196.571,9.673,540.148,106.967,Normal,95.625,25.102,94.949
01-Sep-22 04:40:00,79.180,10.000,3.272,13.766,0.987,23.043,51.165,2999.625,4.526,4.476,100.000,103.813,23.512,188.565,188.583,331.312,358.033,365.912,383.067,334.726,367.777,561.260,544.923,28.132,28.935,3.421,0.000,366.502,9.468,40.609,40.894,449.089,1047.301,100.561,15.100,333.786,2461.074,18.945,241.002,197.037,9.840,539.903,106.803,Normal,95.500,25.098,94.948
01-Sep-22 04:45:00,79.260,9.520,3.275,13.772,0.990,23.020,51.225,3002.250,4.628,4.702,100.000,103.813,23.666,188.418,188.344,331.455,358.297,365.970,383.292,334.590,367.787,561.688,545.131,28.157,28.905,3.432,0.000,366.459,9.484,40.557,40.884,449.082,1049.087,99.640,15.095,333.948,2467.046,18.770,238.578,196.734,9.677,540.244,106.399,Normal,95.250,25.046,94.715
01-Sep-22 04:50:00,79.300,11.280,3.284,13.777,0.987,23.045,51.176,2997.750,4.582,4.805,100.000,103.813,23.399,188.261,188.337,331.205,357.859,365.954,383.178,334.708,367.765,561.446,544.918,28.113,28.969,3.519,0.000,365.990,9.472,40.537,40.873,448.800,1048.073,100.117,15.088,333.928,2457.632,18.930,239.453,195.454,9.570,540.162,106.698,Normal,95.375,25.035,94.949
01-Sep-22 04:55:00,79.120,10.040,3.265,13.783,0.987,23.039,51.206,3000.375,4.556,4.397,100.000,103.813,23.369,188.259,188.278,331.028,357.924,365.864,383.189,334.648,367.742,561.648,545.088,28.142,28.941,3.344,0.000,365.783,9.476,40.519,40.824,448.594,1047.505,100.445,15.089,333.936,2462.214,18.891,240.250,195.714,9.687,540.118,106.860,Normal,95.250,24.984,94.717
01-Sep-22 05:00:00,78.800,11.640,3.249,13.837,0.986,23.045,51.252,2997.000,3.722,3.861,100.000,103.813,23.267,188.048,188.116,330.873,357.601,365.606,382.889,334.459,367.584,561.590,544.871,28.106,28.934,3.445,0.000,365.639,9.458,40.503,40.813,448.700,1045.719,100.893,15.099,333.669,2455.579,18.867,241.759,198.150,9.746,540.000,106.500,Normal,95.000,24.983,94.719
